Factura,RECOMENDACION,Transporte,DIRECCION,COSTO,Nombre_Cliente,Nombre_Extran,Quantity,DESTINO,FECHA DE ENVIO,ESTATUS,FECHA ACTUAL,SERVICIO,FECHA DE PROGRAMACION
241877,TRES GUERRAS,Cobro Regreso,"AV.JUAREZ No.76, CENTRO, 06600, MEXICO, DF",308.3,GRUPO POSADAS,FIESTA INN MEXICO CENTRO HISTORICO  (FICEN),1,"MEXICO, DF.",04/08/2026 17:28,,,,04/08/2026
241879,SANCHEZ,Cobro Regreso,"BLVD.FCO MEDINA ASCENCIO 2179, ZONA HOTELERA NORTE, 48333, PTO. VALLARTA, JAL",37.026,SERVICIOS ADMINISTRATIVOS LOS TULES,FIESTA AMERICANA PTO VALLARTA FAPV,3000,"PTO. VALLARTA, JAL.",04/08/2026 17:28,,,,04/08/2026
241880,TRES GUERRAS,Cobro Regreso,"AV.COSTERA MIGUEL ALEMAN # 97, CLUB DEPORTIVO, 39690, ACAPULCO, GRO",2306.95,GRUPO POSADAS,FIESTA AMERICANA VILLAS ACAPULCO (FACA),4000,"ACAPULCO, GRO.",04/08/2026 17:28,,,,04/08/2026
241883,SANCHEZ,Cobro Regreso,"Paseo de los Cocoteros # 18 Villa 8, Fracc. Naútico Turistico, 63732, NUEVO VALLARTA, NAY",92.2325,DIAMOND HOTELS NUEVO VALLARTA,BARCELO OCCIDENTAL GRAND NUEVO VALLARTA,20,"NUEVO VALLARTA, NAY.",04/08/2026 17:28,,,,04/08/2026
241887,TRES GUERRAS,Cobro Regreso,"BLVD TIJUANA ZONA INDUSTRIAL N°17226, OTAY CONSTITUYENTES, 22457, TIJUANA, BC",3892.58,FIDEICOMISO F/1596,HILTON GARDEN INN TIJUANA,1,"TIJUANA, BC.",04/08/2026 17:28,,,,04/08/2026
241888,TRES GUERRAS,Cobro Regreso,"BLVD TIJUANA ZONA INDUSTRIAL N°17226, OTAY CONSTITUYENTES, 22457, TIJUANA, BC",3892.58,FIDEICOMISO F/1596,HILTON GARDEN INN TIJUANA,2,"TIJUANA, BC.",04/08/2026 17:28,,,,04/08/2026
241890,SANCHEZ,Cobro Regreso,"FCO MED ASCENCIO 2479, ZONA HOTELERA NORTE, 48333, PUERTO VALLARTA, JAL",94.814,FIDEICOMISO F/1596,FIESTA INN PUERTO VALLARTA LA ISLA (FIPVT),4,"PUERTO VALLARTA, JAL.",04/08/2026 17:28,,,,04/08/2026
241893,TRES GUERRAS,Cobro Regreso,"AV. ALFREDO DEL MAZO #547, SAN LORENZO TEPALTITLAN, 50010, TOLUCA, DF2",60.0,ECO XL,CITY JUNIOR ZONA INDUSTRIAL (CJTCC),1,"TOLUCA, DF2.",04/08/2026 17:28,,,,04/08/2026
241894,TRES GUERRAS,Cobro Regreso,"LIBRAMIENTO SUR-PONIENTE #2950, SANTA ELENA, 29060, TUXTLA GUTIERREZ, CHS",89.0,TURISTICA DEL SUR,CITY EXPRESS TUXTLA GUTIERREZ (CETGZ),2,"TUXTLA GUTIERREZ, CHS.",04/08/2026 17:28,,,,04/08/2026
241895,TRES GUERRAS,Cobro Regreso,"CARRETERA LIBRE TIJUANA- ENSENADA, 362, REFORMA, 22710, PLAYAS DE ROSARITO, BC",89.0,IMPULSORA PLAZA JUAREZ,CITY EXPRESS ROSARITO (CEROS),1,"PLAYAS DE ROSARITO, BC.",04/08/2026 17:28,,,,04/08/2026
241896,PAQMEX,Cobro Regreso,"AV PEDRO CARDENAS No 3993, INFONAVIT BUENAVISTA, 87390, MATAMOROS, TAM",52.0,IMPULSORA PLAZA TIJUANA,CITY EXPRESS MATAMOROS (CEMAT),2,"MATAMOROS, TAM.",04/08/2026 17:28,,,,04/08/2026
241897,ONE,Cobro Regreso,"CIRCUITO JUAN PABLO II No. 1743, LA NORIA, 72410, PUEBLA, PUE",153.75,IMPULSORA PLAZA LA NORIA,CITY JUNIOR PUEBLA ANGELOPOLIS (CJPAN ),4,"PUEBLA, PUE.",04/08/2026 17:28,,,,04/08/2026
241898,TRES GUERRAS,Cobro Regreso,"GUERRERO #117, LA TRINIDAD SANCTORUM, 72730, CUAUTLANCINGO, PUE",400.0,GENERADORA Y DESARROLLADORA DE PROYECTOS Y SERVICIOS,CITY JUNIOR PUEBLA FINSA (CJPAU),2,"CUAUTLANCINGO, PUE.",04/08/2026 17:28,,,,04/08/2026
241899,TRES GUERRAS,Cobro Regreso,"COLIMA #93 SUR, SAN ANTONIO, 63159, TEPIC, NAY",54.69,INNOVACION SUSTENTABLE MAREN,CITY EXPRESS TEPIC (CETPQ),2,"TEPIC, NAY.",04/08/2026 17:28,,,,04/08/2026
241900,TRES GUERRAS,Cobro Regreso,"BLVD. EMILIO SANCHEZ PIEDRAS, CUAHUTEMOC, 90300, APIZACO, TLA",60.0,LA ESTACION DE APIZACO,CITY EXPRESS APIZACO (CETXA),1,"APIZACO, TLA.",04/08/2026 17:28,,,,04/08/2026
241901,TRES GUERRAS,Cobro Regreso,"MANUEL AVILA CAMACHO 1007 95 CUAHUTEMOC, JARDINES DE SANTA MONICA, 54050, TLANEPANTLA, CMX",60.0,IMPULSORA PLAZA CELAYA,CITY PLUS MUNDO E (CPSTM),2,"TLANEPANTLA, CMX.",04/08/2026 17:28,,,,04/08/2026
241902,TRES GUERRAS,Cobro Regreso,"PROL. BLVD. COSTERO # 2849 LOTE B-1 A-2 M-29, CARLOS PACHECO, 22890, ENSENADA, BC",148.34,IMPULSORA PLAZA TIJUANA OTAY,CITY EXPRESS ENSENADA (CEESE),1,"ENSENADA, BC.",04/08/2026 17:28,,,,04/08/2026
241903,TRES GUERRAS,Cobro Regreso,"ALDMA #410, BARRIO DE JALATLACO, 68080, OAXACA, OAX",89.0,IMPULSORA PLAZA SANTO DOMINGO,CITY CENTRO OAXACA (CCOAX),5,"OAXACA, OAX.",04/08/2026 17:28,,,,04/08/2026
241904,TRES GUERRAS,Cobro Regreso,"LATERAL SUR AUTOPISTA MEXICO-PUEBLA KM 117 No. 3, LA TRINIDAD SANCTORUM, 72730, CUAUTLANCINGO, PUE",400.0,GENERADORA Y DESARROLLADORA DE PROYECTOS Y SERVICIOS,CITY EXPRESS PUEBLA FINSA (CEPAU),1,"CUAUTLANCINGO, PUE.",04/08/2026 17:28,,,,04/08/2026
241905,TRES GUERRAS,Cobro Regreso,"AV REPUBLICA DE CUBA 39, CUAUHTEMOC, 21200, MEXICALI, BC",3892.58,IMPULSORA PLAZA CELAYA,CITY EXPRES PLUS MEXICALI (CPMXL),2,"MEXICALI, BC.",04/08/2026 17:28,,,,04/08/2026
241906,TRES GUERRAS,Cobro Regreso,"CARRETERA LA PAZ - PICHILINGUE KM 2.5 S/N, LOMAS DE PALMIRA, 23010, LA PAZ, BCS",113.86,IMPULSORA PLAZA VILLA HERMOSA,CITY EXPRESS LA PAZ (CELAP),1,"LA PAZ, BCS.",04/08/2026 17:28,,,,04/08/2026
241907,TRES GUERRAS,Cobro Regreso,"CARRETERA 57 #157, LA MERCEDES, 78394, SAN LUIS POTOSI, SLP",60.0,INMUEBLES MAJOPA,CITY JUNIOR SAN LUIS ZONA INDUSTRIAL (CJSLI),2,"SAN LUIS POTOSI, SLP.",04/08/2026 17:28,,,,04/08/2026
241908,TRES GUERRAS,Cobro Regreso,"AVENIDA 5 DE FEBRERO NO.9200, ZONA INDUSTRIAL BENITO JUAREZ, 76100, QUERETARO, QUE",400.0,IMPULSORA PLAZA JURICA,CITY EXPRESS QUERETARO JURICA (CEQRJ),4,"QUERETARO, QUE.",04/08/2026 17:28,,,,04/08/2026
241909,TRES GUERRAS,Cobro Regreso,"BLVD ELISEO MENDOZA BERRUETO #2501, SAN FELIPE, 26070, PIEDRAS NEGRAS, COA",89.0,IMPULSORA PLAZA TIJUANA,CITY EXPRESS PIEDRAS NEGRAS (CEPDS),3,"PIEDRAS NEGRAS, COA.",04/08/2026 17:28,,,,04/08/2026
241911,TRES GUERRAS,Cobro Regreso,"LEIBNITZ #120, NUEVA ANZURES, 11590, CIUDAD DE MEXICO, CMX",102.6333333,IMPULSORA PLAZA CELAYA,CITY SUITES ANZURES (CSANZ),1,"CIUDAD DE MEXICO, CMX.",04/08/2026 17:28,,,,04/08/2026
241912,TRES GUERRAS,Cobro Destino,"BLVD ADOLFO LOPEZ MATEOS No. 2003, BUGAMBILIAS, 37270, LEON, GTO",60.0,SERVICIOS COMERCIALES LEON ESTADIO,CITY JUNIOR CENTRO DE CONVENCIONES (CJLEO),6,"LEON, GTO.",04/08/2026 17:28,,,,04/08/2026
241913,TRES GUERRAS,Cobro Regreso,"AV. DR. MANUEL NAVA No.200, LOMAS DE LOS FILTROS, 78210, SAN LUIS POTOSI, SLP",60.0,IMPULSORA PLAZA GUANAJUATO,CITY EXPRESS SAN LUIS POTOSI ZONA UNIVERSITARIA (CESLU),3,"SAN LUIS POTOSI, SLP.",04/08/2026 17:28,,,,04/08/2026
241914,TRES GUERRAS,Cobro Regreso,"AVENIDA HIDALGO 2005-A, SMITH, 89140, TAMPICO, TAM",60.0,IMPULSORA PLAZA TAMAULIPAS,CITY EXPRESS PLUS TAMPICO (CPTAM),3,"TAMPICO, TAM.",04/08/2026 17:28,,,,04/08/2026
241915,TRES GUERRAS,Cobro Regreso,"CARR. CENTRAL MEXICO-SLP #2150, FRACC. INDUSTRIAS, 78399, SAN LUIS POTOSI, SLP",60.0,IMPULSORA PLAZA JUAREZ,CITY EXPRESS SAN LUIS POTOSI ZONA INDUSTRIAL (CESLP),2,"SAN LUIS POTOSI, SLP.",04/08/2026 17:28,,,,04/08/2026
241916,PAQMEX,Tres Guerras C.Destino,"BOULEVARD COSTERO S/N, PLAYA MIRAMAR, 89540, CIUDAD MADERO, TAM",104.0,CENTRO VACACIONAL MIRAMAR SOLIDARIDAD,CLUB MAEVA MIRAMAR,30,"CIUDAD MADERO, TAM.",04/08/2026 17:28,,,,04/08/2026
241917,TRES GUERRAS,Cobro Regreso,"BLVD. RIO SONORA NORTE No. 96, VADO DEL RÍO, 83078, HERMOSILLO, SON",135.86,IMPULSORA PLAZA HERMOSILLO,CITY EXPRESS HERMOSILLO (CEHMO),2,"HERMOSILLO, SON.",04/08/2026 17:28,,,,04/08/2026
241918,TRES GUERRAS,Cobro Regreso,"BLVD PERIFERICO LUIS ECHEVERRIA ALVAREZ #1630, REPUBLICA NORTE, 25280, SALTILLO, COA",133.34,IMPULSORA PLAZA JUAREZ,CITY EXPRESS SALTILLO NORTE (CESAL),2,"SALTILLO, COA.",04/08/2026 17:28,,,,04/08/2026
241920,TRES GUERRAS,Cobro Regreso,"LATERAL AUTOPISTA MEXICO QUERETARO #2103, ESTRELLA, 76030, QUERETARO, QUE",400.0,IMPULSORA PLAZA JUAREZ,CITY EXPRESS QUERETARO (CEQRO),2,"QUERETARO, QUE.",04/08/2026 17:28,,,,04/08/2026
241923,TRES GUERRAS,Cobro Regreso,"BLVD. SALMON GONZALEZ BLANCO #4350, PATRIA NUEVA, 29045, TUXTLA GUTIERREZ, CHS",89.0,IMPULSORA PLAZA JUAREZ,CITY JUNIOR TUXTLA GUTIERREZ POLIFORUM (CJTGZ),2,"TUXTLA GUTIERREZ, CHS.",04/08/2026 17:28,,,,04/08/2026
241924,TRES GUERRAS,Cobro Regreso,"AVENIDA DE LA INDUSTRIA #10680, LA LAGUNA DE LA PUERTA, 89609, ALTAMIRA, TAM",200.0,IMPULSORA PLAZA ALTAMIRA,CITY EXPRESS ALTAMIRA (CEALT),2,"ALTAMIRA, TAM.",04/08/2026 17:28,,,,04/08/2026
241925,TRES GUERRAS,Cobro Regreso,"AV. HIDALGO #5820, LOMAS DEL CHAIREL, 89360, TAMPICO, TAM",60.0,IMPULSORA PLAZA TAMAULIPAS,CITY EXPRESS TAMPICO (CETAM),4,"TAMPICO, TAM.",04/08/2026 17:28,,,,04/08/2026
241926,TRES GUERRAS,Cobro Regreso,"AV. ADOLFO RUIZ CORTINEZ #12, SECTOR FUNDADORES AH KIM PECH, 24028, SAN FRANCISCO DE CAMPECHE, CAM",89.0,IMPULSORA PLAZA JUAREZ,CITY EXPRESS CAMPECHE (CECPE),1,"SAN FRANCISCO DE CAMPECHE, CAM.",,,,,04/08/2026
241927,PAQMEX,Cobro Regreso,"CARR. REYNOSA-MATAMOROS KM 81 + 1500  S/N, PARQUE INDUSTRIAL REYNOSA  SECCION NORTE, 88788, REYNOSA, TAM",52.0,IMPULSORA PLAZA JUAREZ,CITY EXPRESS REYNOSA AEROPUERTO (CEREA),2,"REYNOSA, TAM.",04/08/2026 17:28,,,,04/08/2026
241928,ONE,Cobro Destino,"AV. PANAMERICANA 119, CENTRO, 20900, JESUS MARIA AGUASCALIENTES, AGS",50.42,ANGELICA RODRIGUEZ GONZALEZ,MOTEL LAS CABAÑAS,8,"JESUS MARIA AGUASCALIENTES, AGS.",04/08/2026 17:28,,,,04/08/2026
241929,TRES GUERRAS,Cobro Destino,"BLVD. HERMANOS ALDAMA No. 2620, EJIDO POMPA, 37499, LEON, GTO",60.0,VILLA BAJIO,HOTEL VILLA MAGNA,10,"LEON, GTO.",,,,,04/08/2026
241931,SANCHEZ,Cobro Regreso,"BLVD FRANCISCO MEDINA ASCENCIO #2860, ZONA HOTELERA NORTE, 48333, PUERTO VALLARTA, JAL",94.814,IMPULSORA PLAZA VILLA HERMOSA,CITY EXPRESS PLUS PUERTO VALLARTA (CPPVT),1,"PUERTO VALLARTA, JAL.",05/08/2026 16:09,,,,04/08/2026
241932,TRES GUERRAS,Cobro Regreso,"CARRETERA TIJUANA-ENSENADA KM 104 S/N, EL SAUZAL, 22760, ENSENADA, BC",148.34,INMOBILIARIA HOTELERA PLAZA ENSENADA,CITY EXPRESS PLUS ENSENADA (CPESE),2,"ENSENADA, BC.",,,,,04/08/2026
241934,TRES GUERRAS,Cobro Destino,"AVENIDA LAZARO CARDENAS 450, CENTRO, 61600, PATZCUARO, MCH",60.0,CORPORATIVO TURISTICO GB,POSADA DE DON VASCO,2,"PATZCUARO, MCH.",05/08/2026 16:09,,,,05/08/2026
241935,TRES GUERRAS,Cobro Regreso,"CALLE 60 No 346 No INT UNIDAD B ENTRE 33-A Y 35, CENTRO, 97000, MERIDA, YUC",445.0,IMPULSORA PLAZA CIUDAD DEL CARMEN,CITY EXPRESS PLUS MERIDA (CPMID),2,"MERIDA, YUC.",05/08/2026 16:09,,,,05/08/2026
241936,TRES GUERRAS,Cobro Regreso,"BLVD. ADOLFO LOPEZ MATEOS OTE 3002-A, SAN ISIDRO DE JEREZ, 37530, LEON, GTO",60.0,IMPULSORA PLAZA JUAREZ,CITY EXPRESS LEON (CELEO),1,"LEON, GTO.",05/08/2026 16:09,,,,05/08/2026
241937,TRES GUERRAS,Cobro Regreso,"AV. REFORMA S/N, LAGOS, 88290, NVO. LAREDO, TAM",52.0,ALLIANCE HOTEL MANAGEMENT,REAL INN NUEVO LAREDO,2,"NVO. LAREDO, TAM.",05/08/2026 16:09,,,,05/08/2026
241938,TRES GUERRAS,Cobro Regreso,"BLVD. LUIS ENRIQUE ENCINAS JHONSON S/N, LAS QUINTAS, 85448, GUAYMAS, SON",52.35666667,IMPULSORA PLAZA SAN CARLOS,CITY EXPRESS GUAYMAS (CEGYM),3,"GUAYMAS, SON.",05/08/2026 16:09,,,,05/08/2026
241939,TRES GUERRAS,Cobro Regreso,"CIRCUITO BOSQUES DE LA TRINIDAD 220, PLAN DE AYALA, 29020, TUXTLA GUTIERREZ, CHS",89.0,INSUMOS DE LIMPIEZA E HIGIENE,INSUMOS DE LIMPIEZA E HIGIENE,1,"TUXTLA GUTIERREZ, CHS.",05/08/2026 16:09,,,,05/08/2026
241945,TRES GUERRAS,Cobro Destino,"AV FRANCISCO I MADERO PONIENTE #313, CENTRO, 58000, MORELIA, MCH",60.0,TURISTICA LATINA,HOTEL ALAMEDA CENTRO HISTORICO,1,"MORELIA, MCH.",05/08/2026 16:09,,,,05/08/2026
241947,TRES GUERRAS,Cobro Regreso,"CARR.TRANSPENINSULAR KM. 10.3, FRACC.CABO DEL SOL, 23410, CABO SAN LUCAS, BCS",987.15,GRUPO POSADAS,FIESTA AMERICANA GRAND LOS CABOS (FALC),10,"CABO SAN LUCAS, BCS.",05/08/2026 16:09,,,,05/08/2026
241951,TRES GUERRAS,Cobro Regreso,"AV.PERIFERICA NTE.S/N ESQ.AV.CONCORDIA Y AV.31 COL, PETROLERA, 24170, CD.DEL CARMEN, CAM",62.69583333,PROMOTORA TURISTICA KAN-PECH,FIESTA INN CD DEL CARMEN (FICDC),2,"CD.DEL CARMEN, CAM.",05/08/2026 16:09,,,,05/08/2026
241953,TRES GUERRAS,Cobro Regreso,"AV. 5 DE FEBRERO No. 108, NIÑOS HEROES, 76010, QUERETARO, QUE",400.0,FIDEICOMISO F/1596,FIESTA INN QUERETARO (FIQRO),6,"QUERETARO, QUE.",05/08/2026 16:09,,,,05/08/2026
241954,ONE,Cobro Regreso,"CARRETERA PANAMERICANA KM 11.2, EJIDO DE PEÑUELAS, 20396, AGUASCALIENTES, AGS",50.42,OPERADORA DE NEGOCIOS E INMOBILIARIA AURORA,"HAMPTON AGUASCALIENTES AIRPORT, MEXICO (AGUHX)",2,"AGUASCALIENTES, AGS.",05/08/2026 16:09,,,,05/08/2026
241964,TRES GUERRAS,Cobro Destino,"AUTOPISTA MEXICO QUERETARO KM 42.5, BARRIO TEXCACOA, 54600, TEPOTZOTLAN, MEX",60.0,IMPULSORA PLAZA CELAYA,CITY EXPRESS TEPOTZOTLAN (CETPO),1,"TEPOTZOTLAN, MEX.",05/08/2026 16:09,,,,05/08/2026
241965,TRES GUERRAS,Cobro Regreso,"BLVD. TOMAS FERNANDEZ # 7810, PARTIDO DOBLADO, 32424, JUAREZ, CHI",52.0,IMPULSORA PLAZA JUAREZ,CITY EXPRESS CIUDAD JUAREZ(CECJS) / JIPJUA,2,"JUAREZ, CHI.",05/08/2026 16:09,,,,05/08/2026
241966,TRES GUERRAS,Cobro Destino,"BOULEVARD FRANCISCO VILLA 4301, 20 DE NOVIEMBRE, 34234, DURANGO, DUR",260.0,OPERADORA MISION DURANGO,HOTEL MISION EXPRESS DURANGO,2,"DURANGO, DUR.",05/08/2026 16:09,,,,05/08/2026
241968,TRES GUERRAS,Cobro Regreso,"BLVD ADOLFO LOPEZ MATEOS 1717, LOS GAVILANES, 37266, LEON, GTO",60.0,HOSPRO,"HAMPTON LEON, GUANAJUATO, MEXICO (BJXLG)",2,"LEON, GTO.",05/08/2026 16:09,,,,05/08/2026
241969,SANCHEZ,Cobro Regreso,"CARRETERA A TEPIC 155 BULEVARD NAYARIT Y CALLE INGRESO, LAS JARRETADERAS, 63735, NUEVO VALLARTA, NAY",92.2325,GOVACACIONES,"HAMPTON NUEVO VALLARTA, MEXICO (PVRNV)",6,"NUEVO VALLARTA, NAY.",05/08/2026 16:09,,,,05/08/2026
241970,TRES GUERRAS,Cobro Regreso,"CALZADA DE TLALPAN #1561, PORTALES, 03300, MEXICO, CMX",102.6333333,VANEMO,CITY EXPRESS TLALPAN (CETLA),3,"MEXICO, CMX.",05/08/2026 16:09,,,,05/08/2026
241971,TRES GUERRAS,Cobro Regreso,"BOULEVARD BELISARIO DOMINGUEZ 1641, CORREDOR COMERCIAL, 29056, TUXTLA GUTIERREZ, CHS",89.0,HOTELES VALLE DEL GRIJALVA,"HILTON GARDEN INN TUXTLA GUTIERREZ, MEXICO (TGZGI)",2,"TUXTLA GUTIERREZ, CHS.",05/08/2026 16:09,,,,05/08/2026
241972,TRES GUERRAS,Cobro Regreso,"BOULEVARD BELISARIO DOMINGUEZ 1641, CORREDOR COMERCIAL, 29056, TUXTLA GUTIERREZ, CHS",89.0,HOTELES VALLE DEL GRIJALVA,"HILTON GARDEN INN TUXTLA GUTIERREZ, MEXICO (TGZGI)",1,"TUXTLA GUTIERREZ, CHS.",05/08/2026 16:09,,,,05/08/2026
